"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento","I","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3666
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3667
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3668
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3669
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3670
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Esquina izquierda arriba","A portería",3671
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3672
"Intento","I","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3673
"Intento","I","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3674
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3675
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3676
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3677
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3678
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Esquina izquierda arriba","A portería",3679
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Esquina izquierda arriba","A portería",3680
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte izquierda del área pequeña","Pase en profundidad","Esquina izquierda arriba","A portería",3681
"Intento","I","Juego abierto","Gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3682
"Intento","I","Juego parado","Gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3683
"Intento","I","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3684
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Pase","Esquina izquierda arriba","A portería",3685
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3686
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3687
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Centro","Esquina izquierda arriba","A portería",3688
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte izquierda del área pequeña","Pase de cabeza","Esquina izquierda arriba","A portería",3689
"Intento","I","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3690
"Intento","I","Juego parado","Gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3691
"Intento","I","Corner","Gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3692
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3693
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3694
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3695
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Centro","Esquina izquierda arriba","A portería",3696
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Esquina izquierda arriba","A portería",3697
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Esquina izquierda arriba","A portería",3698
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área grande","Pase en profundidad","Esquina izquierda arriba","A portería",3699
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3700
"Intento","I","Juego parado","Gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3701
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3702
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3703
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3704
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Pase de cabeza","Esquina izquierda arriba","A portería",3705
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área grande","Pase en profundidad","Esquina izquierda arriba","A portería",3706
"Intento","I","Corner","Gol","Cabeza","Parte derecha del área grande","Sin asistencia","Esquina izquierda arriba","A portería",3707
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte derecha del área grande","Pase","Esquina izquierda arriba","A portería",3708
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte derecha del área grande","Centro","Esquina izquierda arriba","A portería",3709
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Parte derecha del área grande","Centro","Esquina izquierda arriba","A portería",3710
"Intento","I","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3711
"Intento","I","Juego parado","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3712
"Intento","I","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3713
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Pase","Esquina izquierda arriba","A portería",3714
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Pase","Esquina izquierda arriba","A portería",3715
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Centro","Esquina izquierda arriba","A portería",3716
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Parte derecha del área pequeña","Centro","Esquina izquierda arriba","A portería",3717
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Parte derecha del área pequeña","Pase en profundidad","Esquina izquierda arriba","A portería",3718
"Intento","I","Juego abierto","Gol","Pie izquierdo","Parte derecha del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3719
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Parte derecha del área pequeña","Pase","Esquina izquierda arriba","A portería",3720
"Intento","I","Corner","Gol","Cabeza","Parte derecha del área pequeña","Sin asistencia","Esquina izquierda arriba","A portería",3721
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte derecha del área pequeña","Pase","Esquina izquierda arriba","A portería",3722
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Parte derecha del área pequeña","Centro","Esquina izquierda arriba","A portería",3723
